ownerAddress,publicKey,operatorPublicKeys,active,effectiveness,attestations
0x0f14E34723997e1E1e2B7E3760178c98B22651ab,0xa806dccb82d39707e960443e52132964ba8b1de01c91510ad220cdcd31d3b8f61d8c03d7a7c4ee9c84de4e834b0b251a,3e21b3e442f19ff5cd0bf69bc5b5b6fb58d36031f42975d989bb31215e9fd57d;fc382aafac6615c1a04ac4adc565300ce23a30bca8ab379527b73f9a121e5a17;83ebbd990fce9acf9f47ffadb7c8533daa2cc6ebd32db93c1b675b689f361dba;e400254a9ce650c83e27e7eb23df00616dd96f2d1e6ca17cf353a1e2d5f5982f,true,0,0
0x0345fA5dc69C9cA90a441215E2fA8A0B36469286,0x8ded445c3a5d07a10890d61bef6bc6b4b0baa32e42ffc411044c0e7736bb2464abd122b8a50a352dec014edb99624c04,c57347c94d4702785594cb7df35dd3957018b94ff808401e056a76e9d2a4161c;d52798be3e4c6fc17a3f3cacc0cb21a6d78fb2878eadb006f97252ffcab4ef7e;414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;b4377455eff14e53ff2ce05d3d9aa5e9597ef365b971983a6495022cf66204fb,true,0,0
0xFd660518dC1b52d9F67FAcd42bbBA962B06b8E54,0x856273091de0be5b6cd57c98a19f54eb5c88e078a12a82d8f9cb3396eeef8fa5ee424cb7618894f373c72f1e4e334639,dd7346e93560e32390481520cc288beb3a237a3d52614d7deb0c7fa2b1fa6c68;c49764371bb92e58c5c8a6ba957a4128e34915aae91e409616daf28262ebd1de;414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;8d10f06f471859655e79dc658e3182a19fdc2dc7bcb61bb58e38a3dfbd625972,true,0,0
0xFd660518dC1b52d9F67FAcd42bbBA962B06b8E54,0x8b01a01e75957c4bac31618c027cf2286cd660b17e9dda81f7f175da65ab18b402963826b751964a751a3a9143c2bcae,414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;ec2d7cc7fd76ae561281e3a8089bd0a3e787c1e2827f1b06217881b140804724;ae7013c20f5d105268a394b03bce6e8a11ff371927fc9d356cfb48645ce0923c;39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d,true,83,98
0x87044F2e87f264c3b1508a3d0B340645aB1B254e,0xb1e7f245cea8953cb09ddc8ecb1964081d9d3f9ed1570c3c2a7f561974bb96290499b420db47f711df278b60feb24019,414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;d3046f87aea3dc240cf7a1244104d9c43a22639d707e9dfe7090529b9602e731;457061dd4bae243ec476f2d2e9009ecfdfcc55ef3b61cd2545ff26fb5b756671;ae7013c20f5d105268a394b03bce6e8a11ff371927fc9d356cfb48645ce0923c,true,0,0
0xE1A410B2038841C80E4c5060E446E082Bdf59DDe,0xa6cca1c17494392847b9819a3fa43280402378df2463e0fac9f973d847b80647568cad24a480f6efa8b1fec071bd69ba,b4377455eff14e53ff2ce05d3d9aa5e9597ef365b971983a6495022cf66204fb;414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;457061dd4bae243ec476f2d2e9009ecfdfcc55ef3b61cd2545ff26fb5b756671;ec2d7cc7fd76ae561281e3a8089bd0a3e787c1e2827f1b06217881b140804724,false,0,0
0x0e91102D4fBD598e34723fDB444A737A411281Ec,0x8ca4f965d50bc3fae62b0e6b24d4c2ba3ea332c75f37f602db7813e501f3d1f642b36d7267eadc0d1308808ef8848cb5,414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;457061dd4bae243ec476f2d2e9009ecfdfcc55ef3b61cd2545ff26fb5b756671;ec2d7cc7fd76ae561281e3a8089bd0a3e787c1e2827f1b06217881b140804724,false,0,0
0xccB040A1Ef49b14615325D8088905E97A341f40C,0xa18b9402f34795d07991e5f8b587a1f944968ed2c3b06973ee6f90121175a69e574027fbcf9bd2ee4989c484a75b13ef,b4377455eff14e53ff2ce05d3d9aa5e9597ef365b971983a6495022cf66204fb;414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952,false,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0xb3de563c800f3749f2c93875ce0bf829bfe2c969d761434b74e2affe9536c721fd662b480e25e81b750637f220f6f120,39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;b4377455eff14e53ff2ce05d3d9aa5e9597ef365b971983a6495022cf66204fb;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,true,77,99
0xccB040A1Ef49b14615325D8088905E97A341f40C,0xb553de428997bc6a7b9cff9a83a51c0630ac964744e00906f126b0f4012deaae56b4790ef5f32f19c1b1239d3147e8e6,39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;c9dacebb68818239a42d6ca60bcde8bb18da6bccadc7f195ccb585051d937c64,false,0,0
0x4e409dB090a71D14d32AdBFbC0A22B1B06dde7dE,0x87469c625984de7b14ab8eb022cd8778ed056271ab97085116ccb1204150c314d8db33ead31560c88cc0989fb85ba249,91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;0a837806d09241c542c6712e955bb23aa0c4313cce3c5a5873db5638b8272653;3635c7c715ae4e48c89f217a43191c70e692921f0815605463e8be61530edf47;f7713dd46bccb4b2ebf4b3a36def6389aa695838f57c6bae6db71b7d79a8c73e,false,0,0
0xccB040A1Ef49b14615325D8088905E97A341f40C,0xa50bae7dd66356e792f4f5940de5236f828cf6e1db321e8e82b2d6ad1ec729d6e932fcdacca512671a944a3633ec99bd,39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;b4377455eff14e53ff2ce05d3d9aa5e9597ef365b971983a6495022cf66204fb;d3046f87aea3dc240cf7a1244104d9c43a22639d707e9dfe7090529b9602e731;414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383,false,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0x9993d9ee0ae379cd164c477c96651096e04675f881b459b7de0b0b2b5e494eee488012cb04b6d8160e3119e1b4cac9e3,ae7013c20f5d105268a394b03bce6e8a11ff371927fc9d356cfb48645ce0923c;d3046f87aea3dc240cf7a1244104d9c43a22639d707e9dfe7090529b9602e731;ec2d7cc7fd76ae561281e3a8089bd0a3e787c1e2827f1b06217881b140804724;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,true,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0x8e5558d54497c2a08f2be17acd1a86d234c0b5504275a6a94f023b67b16c49f60272a217a7ec72614aa1f7ceebb01a7e,8d10f06f471859655e79dc658e3182a19fdc2dc7bcb61bb58e38a3dfbd625972;c9dacebb68818239a42d6ca60bcde8bb18da6bccadc7f195ccb585051d937c64;457061dd4bae243ec476f2d2e9009ecfdfcc55ef3b61cd2545ff26fb5b756671;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,true,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0xb3fcfcf4bd578c6fb40dcf653b173474c16bb4bdcbf0f7484f555b91beeff2bf2dbac2428e63328d06d9e8088e4e22d9,913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;c9dacebb68818239a42d6ca60bcde8bb18da6bccadc7f195ccb585051d937c64;457061dd4bae243ec476f2d2e9009ecfdfcc55ef3b61cd2545ff26fb5b756671;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,true,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0xb2624f8632b615f6471e802fc13ef3c8dd2ac478e493fac388ae257acb7c75e009917d0596e23643bc96b6d21828de12,91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;d3046f87aea3dc240cf7a1244104d9c43a22639d707e9dfe7090529b9602e731;414888ec53e641b01682f147e6aaf53e4d9c242f3dac3685dd6fac7e08d91383;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,false,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0xa446503db9da8e8146746ff673fbe2d61032b34ca60a1f43c146503f7f297b616205362c6a7f76370cf1cc3f2ad558b2,913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;8d10f06f471859655e79dc658e3182a19fdc2dc7bcb61bb58e38a3dfbd625972;ec2d7cc7fd76ae561281e3a8089bd0a3e787c1e2827f1b06217881b140804724;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,true,65,94
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0x8a644a24c5babd28eee2cd998519f41dae68f7f88bf5337bc15d9c65199ab183b7cd7575488e051e457c998be6e87369,91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;ec2d7cc7fd76ae561281e3a8089bd0a3e787c1e2827f1b06217881b140804724;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,true,67,99
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0x805dfacfe872662d21081f41df82e56d0f0f2b44098b2a9ba41bd9880ded68d4517171b910a95499bb3d867f09634166,91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40;fc382aafac6615c1a04ac4adc565300ce23a30bca8ab379527b73f9a121e5a17;c49764371bb92e58c5c8a6ba957a4128e34915aae91e409616daf28262ebd1de,true,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0x989487a83c91b741af02ba56676663b722011d74cc8307ad83d32d3b09a5f359693330c24a88c953e1a5f129d3caea28,91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;b4377455eff14e53ff2ce05d3d9aa5e9597ef365b971983a6495022cf66204fb;ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40,false,0,0
0x1b1627B632f774b4B95CFe28eC03d8F9C5847F0B,0x83a6e4cc35c957e765d7cf61c7a5d3a21331d0d26ce21d10f5717e4be669b7bd8737984fc12c68929f7faa66a27f192a,ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40;913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;d3046f87aea3dc240cf7a1244104d9c43a22639d707e9dfe7090529b9602e731,true,71,89
0xc5272cAF2A82c983878A787Db57b9877Ad1d9C64,0x8f46d474619d94c07cd34c6b70537421fb67b89687ca20158e715517fb29773f14986e7274ad3eb69b2678fccf8ea4be,913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;d3046f87aea3dc240cf7a1244104d9c43a22639d707e9dfe7090529b9602e731,true,83,99
0xe1e550357DD309E360b045dE0713b13066efd701,0x96c9d195f2773f6a25201429fbb014c223a548fd43e79f84b5fd53957f005f63cc6645f4b0f102cbf1d1f0665705752e,ae7013c20f5d105268a394b03bce6e8a11ff371927fc9d356cfb48645ce0923c;39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;8d10f06f471859655e79dc658e3182a19fdc2dc7bcb61bb58e38a3dfbd625972;d3046f87aea3dc240cf7a1244104d9c43a22639d707e9dfe7090529b9602e731,true,0,0
0x4063657729F08f43AAF37358Ffb0E4636D1DCb0C,0xafa01a52d43180518d4dd70d2ac51540c774d30d3904fac08f013215f44357ea0fb954ae7fe0ff5a601992a5d95726a7,ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40;ae7013c20f5d105268a394b03bce6e8a11ff371927fc9d356cfb48645ce0923c;913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952,false,0,0
0x8B807B96c111dDFca0C8E59b94c510E7be7C702e,0xa3ddbb3caf7a83a585b5730b95c9e1cd3c67e2006aa10b3aa190690baa5be0e7084d76c6e61079a33b9321097aec5b10,ef0387437024f540bbbf4261ab6d0fa6255b8404351e3058113a4717ca684b40;ae7013c20f5d105268a394b03bce6e8a11ff371927fc9d356cfb48645ce0923c;913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952,true,0,0
0x6De242F08a213AA11EB87e5A2f894b6f16519922,0x9568a12a0e498e25a575e0e8d10b13b379ddc48d9d3ff36faeaf0e9f841fc2db8ee8512f0ddbc5db4b4557cbef5c81bb,913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;39510f99809eb56cd89882dfbd32aa6190ac8649ff3464b692347a4c70a16e1d;457061dd4bae243ec476f2d2e9009ecfdfcc55ef3b61cd2545ff26fb5b756671,false,0,0
0x53914bda3129b21F9B0708f1e7ee675dF22261fe,0xb8f31f82d70929732fe8c253be6b162075b6fcb1dd4a050d40ee4968d8a29ffddf1d63fe2a6005e4aa9d1b18ba122a7d,913fcb3e96be3f72b203ffa854db08b4fc430cd8d463f0e60f45dfe52ee68b9e;91add6368b64da7d69b6862f54bb1af3b3be02c13aac54dee7cacbc9e9819952;8d10f06f471859655e79dc658e3182a19fdc2dc7bcb61bb58e38a3dfbd625972;457061dd4bae243ec476f2d2e9009ecfdfcc55ef3b61cd2545ff26fb5b756671,false,0,0
